Date,Open,High,Low,Close,Volume,Year,Returns,MA_7,MA_30,MA_90,MA_200,Month,MonthName,Volatility_20,Volatility_60,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Close_Lag_7,Close_Lag_14,Close_Lag_21,Close_Lag_30,Price_Change_1d,Price_Change_7d,Price_Change_30d,Pct_Change_1d,Pct_Change_7d,Pct_Change_30d,Rolling_Mean_7,Rolling_Std_7,Rolling_Min_7,Rolling_Max_7,Rolling_Mean_14,Rolling_Std_14,Rolling_Min_14,Rolling_Max_14,Rolling_Mean_30,Rolling_Std_30,Rolling_Min_30,Rolling_Max_30,Rolling_Mean_60,Rolling_Std_60,Rolling_Min_60,Rolling_Max_60,Momentum_7,Momentum_14,Momentum_30,RSI_14,EMA_12,EMA_26,MACD,MACD_Signal,BB_Middle,BB_Std,BB_Upper,BB_Lower,BB_Width,DayOfWeek,DayOfMonth,WeekOfYear,Quarter
2017-09-05,17.780000686645508,17.979999542236328,17.774999618530273,17.844999313354492,535,2017,0.7110979832955389,17.476999827793666,16.91926670074463,16.701833364698622,17.016659955978394,9,September,1728.063126729828,1930.365216879281,17.7189998626709,17.479999542236328,17.40399932861328,17.430999755859375,16.95199966430664,16.690000534057617,16.222000122070312,16.398000717163086,0.12599945068359375,0.8929996490478516,1.4469985961914062,0.7110979832955389,5.267813041125247,8.824237912594391,17.476999827793666,0.25728951098228686,17.038000106811523,17.844999313354492,17.229071344648087,0.31234150037334957,16.91699981689453,17.844999313354492,16.91926670074463,0.41052715222563907,16.22100067138672,17.844999313354492,16.607816696166992,0.5196328084225358,15.371000289916992,17.844999313354492,0.8929996490478516,1.154998779296875,1.4469985961914062,87.6220203184954,17.34630718343544,17.062609524534206,0.28369765890123233,0.21543824126043842,17.11304998397827,0.34733196528427807,17.807713914546827,16.418386053409716,0.08118528622529825,1,5,36,3
2017-09-06,17.915000915527344,17.969999313354492,17.799999237060547,17.81599998474121,309,2017,-0.16250675107384316,17.58814266749791,16.963233375549315,16.708777809143065,17.02193495750427,9,September,1736.7373454643985,1898.6290292481683,17.844999313354492,17.7189998626709,17.479999542236328,17.422000885009766,17.038000106811523,16.91699981689453,16.22100067138672,16.496999740600586,-0.02899932861328125,0.7779998779296875,1.319000244140625,-0.16250675107384316,4.566262900882689,7.995394707405179,17.58814266749791,0.19702732062432607,17.40399932861328,17.844999313354492,17.293285642351425,0.33484918451730916,16.95199966430664,17.844999313354492,16.963233375549315,0.4337197919886187,16.22100067138672,17.844999313354492,16.622850036621095,0.5412395677855215,15.371000289916992,17.844999313354492,0.7779998779296875,0.8990001678466797,1.319000244140625,83.6199579157602,17.418567614405557,17.118416225290282,0.3001513891152747,0.2323808708314057,17.185849952697755,0.3334989168765222,17.8528477864508,16.51885211894471,0.07762174528334476,2,6,36,3
2017-09-07,17.84000015258789,18.104999542236328,17.795000076293945,18.016000747680664,807,2017,1.122590722444694,17.671714237758092,17.016600036621092,16.72251114315457,17.02894995689392,9,September,1500.9764201559867,1895.185169687737,17.81599998474121,17.844999313354492,17.7189998626709,17.40399932861328,17.430999755859375,17.030000686645508,16.360000610351562,16.415000915527344,0.20000076293945312,0.5850009918212891,1.6009998321533203,1.122590722444694,3.3560954621931094,9.75327287760852,17.671714237758092,0.23888553083138533,17.40399932861328,18.016000747680664,17.36371421813965,0.37633529121484566,16.95199966430664,18.016000747680664,17.016600036621092,0.46154138959992175,16.22100067138672,18.016000747680664,16.644150034586588,0.5702194598189742,15.371000289916992,18.016000747680664,0.5850009918212891,0.9860000610351562,1.6009998321533203,84.62070110958119,17.51048040414019,17.18490396768957,0.32557643645061773,0.2510199839552481,17.244950008392333,0.3705404578685347,17.986030924129402,16.503869092655265,0.0859475864385131,3,7,36,3
2017-09-08,18.09000015258789,18.15999984741211,17.915000915527344,18.027000427246094,364,2017,0.061055057220982256,17.758142743791854,17.06653340657552,16.73648893568251,17.036524963378906,9,September,1468.9491267746132,1845.2073886545759,18.016000747680664,17.81599998474121,17.844999313354492,17.479999542236328,17.422000885009766,16.979999542236328,16.833999633789062,16.52899932861328,0.010999679565429688,0.6049995422363281,1.4980010986328125,0.061055057220982256,3.4726180203381807,9.062866231954093,17.758142743791854,0.242892326061377,17.40399932861328,18.027000427246094,17.438499995640345,0.3976448101815998,16.95199966430664,18.027000427246094,17.06653340657552,0.48728478648231127,16.22100067138672,18.027000427246094,16.659483369191488,0.59471972936312,15.371000289916992,18.027000427246094,0.6049995422363281,1.0470008850097656,1.4980010986328125,87.79780758531413,17.589945023079558,17.247281483212276,0.3426635398672815,0.2693486951376548,17.294500064849853,0.4057185103925648,18.10593708563498,16.483063044064725,0.093837580472688,4,8,36,3
2017-09-11,17.889999389648438,17.889999389648438,17.69499969482422,17.80699920654297,397,2017,-1.2203983773729443,17.815714154924667,17.104633394877116,16.751155598958334,17.0424449634552,9,September,1562.0759253892113,1790.2670173230263,18.027000427246094,18.016000747680664,17.81599998474121,17.7189998626709,17.40399932861328,16.9950008392334,17.035999298095703,16.663999557495117,-0.220001220703125,0.4029998779296875,1.1429996490478516,-1.2203983773729443,2.3155590293957973,6.859095531683179,17.815714154924667,0.1860771417703204,17.479999542236328,18.027000427246094,17.496499879019602,0.3870581840509567,16.95199966430664,18.027000427246094,17.104633394877116,0.499263431915206,16.22100067138672,18.027000427246094,16.678083356221517,0.6128959261612255,15.371000289916992,18.027000427246094,0.4029998779296875,0.8119983673095703,1.1429996490478516,75.53450677107887,17.62333797438162,17.288742055310845,0.33459591907077524,0.2823981399242789,17.332800006866456,0.41653951892409075,18.16587904471464,16.499720969018274,0.09612746209708246,0,11,37,3
2017-09-12,17.780000686645508,17.8700008392334,17.704999923706055,17.795000076293945,355,2017,-0.067384347636823,17.860714231218612,17.13946673075358,16.768388938903808,17.04950496673584,9,September,1565.1252152496027,1788.296836722505,17.80699920654297,18.027000427246094,18.016000747680664,17.844999313354492,17.479999542236328,16.961999893188477,17.041000366210938,16.75,-0.011999130249023438,0.3150005340576172,1.0450000762939453,-0.067384347636823,1.802062599009191,6.238806425635501,17.860714231218612,0.11640299248177617,17.7189998626709,18.027000427246094,17.555999892098562,0.36177246387755296,16.95199966430664,18.027000427246094,17.13946673075358,0.5100066169410055,16.22100067138672,18.027000427246094,16.697400029500326,0.6295840361206405,15.371000289916992,18.027000427246094,0.3150005340576172,0.8330001831054688,1.0450000762939453,76.54557213156205,17.649747528521978,17.32624264945774,0.3235048790642381,0.29061948775227076,17.36789999008179,0.42476514425621126,18.21743027859421,16.518369701569366,0.09782763477421681,1,12,37,3
2017-09-13,17.860000610351562,17.90999984741211,17.635000228881836,17.77199935913086,428,2017,-0.1292538188506498,17.86828558785575,17.174266688028972,16.78568893008762,17.05604496002197,9,September,1248.9323644207745,1775.9899016460217,17.795000076293945,17.80699920654297,18.027000427246094,17.81599998474121,17.7189998626709,17.031999588012695,17.093000411987305,16.72800064086914,-0.023000717163085938,0.05299949645996094,1.0439987182617188,-0.1292538188506498,0.2991111059920337,6.241025097231678,17.86828558785575,0.10699223347176112,17.77199935913086,18.027000427246094,17.608857018607004,0.33217190783577455,16.95199966430664,18.027000427246094,17.174266688028972,0.5165388059137968,16.22100067138672,18.027000427246094,16.718883355458576,0.6439719400879771,15.371000289916992,18.027000427246094,0.05299949645996094,0.7399997711181641,1.0439987182617188,74.31009051752767,17.668555502461807,17.35926166498908,0.3092938374727261,0.29435435769636187,17.42199993133545,0.40218454015407945,18.22636901164361,16.61763085102729,0.09233946544350631,2,13,37,3
2017-09-14,17.649999618530273,17.760000228881836,17.579999923706055,17.697999954223633,275,2017,-0.41638199176058377,17.847285679408483,17.20763333638509,16.80234449174669,17.06164496421814,9,September,1210.851160005489,1774.5598212104117,17.77199935913086,17.795000076293945,17.80699920654297,18.016000747680664,17.844999313354492,16.95199966430664,16.690000534057617,16.69700050354004,-0.07399940490722656,-0.14699935913085938,1.0009994506835938,-0.41638199176058377,-0.8237565972941785,5.99508546742491,17.847285679408483,0.12520117245021292,17.697999954223633,18.027000427246094,17.662142753601074,0.2733172287536079,17.038000106811523,18.027000427246094,17.20763333638509,0.5169763327143757,16.22100067138672,18.027000427246094,16.740550009409585,0.6547716477408596,15.371000289916992,18.027000427246094,-0.14699935913085938,0.7460002899169922,1.0009994506835938,74.60421906316013,17.673085418117473,17.384353390117564,0.2887320279999095,0.29322989175707137,17.461049938201903,0.3882449388807323,18.237539815963366,16.68456006044044,0.08893965489012562,3,14,37,3
2017-09-15,17.760000228881836,17.799999237060547,17.549999237060547,17.611000061035156,244,2017,-0.4915803673494423,17.817999976021902,17.241533342997233,16.82015560997857,17.06639496803284,9,September,1224.9285000090556,1777.364098583105,17.697999954223633,17.77199935913086,17.795000076293945,18.027000427246094,17.81599998474121,17.038000106811523,16.91699981689453,16.5939998626709,-0.08699989318847656,-0.2049999237060547,1.0170001983642578,-0.4915803673494423,-1.1506506728874655,6.128722470656722,17.817999976021902,0.15432678169865113,17.611000061035156,18.027000427246094,17.703071321759904,0.20768679483152971,17.40399932861328,18.027000427246094,17.241533342997233,0.5086274190224119,16.22100067138672,18.027000427246094,16.76148335138957,0.6622710102710647,15.371000289916992,18.027000427246094,-0.2049999237060547,0.5729999542236328,1.0170001983642578,68.88595515153801,17.663533824720194,17.401142032407755,0.2623917923124388,0.28706227186814487,17.490099906921387,0.3758325556037938,18.241765018128973,16.7384347957138,0.08595320955372343,4,15,37,3
2017-09-18,17.489999771118164,17.520000457763672,17.030000686645508,17.070999145507812,208,2017,-3.066270590289255,17.682999747140066,17.26983331044515,16.8303778330485,17.06971996307373,9,September,1676.4772595623583,1887.8029246676135,17.611000061035156,17.697999954223633,17.77199935913086,17.80699920654297,18.016000747680664,17.430999755859375,17.030000686645508,16.222000122070312,-0.5400009155273438,-0.9450016021728516,0.8489990234375,-3.066270590289255,-5.245346153166142,5.233627278071729,17.682999747140066,0.29836527834212745,17.070999145507812,18.027000427246094,17.67735699244908,0.2597298280447399,17.070999145507812,18.027000427246094,17.26983331044515,0.47226384243504005,16.22100067138672,18.027000427246094,16.77116667429606,0.662481739557528,15.371000289916992,18.027000427246094,-0.9450016021728516,-0.3600006103515625,0.8489990234375,39.18268349044492,17.572374643302904,17.3766870037485,0.1956876395544036,0.2687873454053966,17.49464988708496,0.3698350348436112,18.234319956772183,16.75497981739774,0.08455957386529543,0,18,38,3
2017-09-19,17.135000228881836,17.239999771118164,17.114999771118164,17.19499969482422,163,2017,0.7263813222615934,17.56414249965123,17.30229994455973,16.841333389282227,17.07355996131897,9,September,1694.519622171275,1886.0075898373605,17.070999145507812,17.611000061035156,17.697999954223633,17.795000076293945,18.027000427246094,17.422000885009766,16.979999542236328,16.22100067138672,0.12400054931640625,-0.832000732421875,0.9739990234375,0.7263813222615934,-4.615303226844025,6.00455571865921,17.56414249965123,0.30415163490808805,17.070999145507812,17.80699920654297,17.66114262172154,0.2829454590011872,17.070999145507812,18.027000427246094,17.30229994455973,0.4291888365286811,16.360000610351562,18.027000427246094,16.780616664886473,0.6644460025399657,15.371000289916992,18.027000427246094,-0.832000732421875,-0.22700119018554688,0.9739990234375,43.619989064124965,17.51431695892157,17.363228684568924,0.15108827435264516,0.24524753119484632,17.5046498298645,0.35813274490927427,18.22091531968305,16.78838434004595,0.08183716861294042,1,19,38,3
2017-09-20,17.2549991607666,17.34000015258789,17.010000228881836,17.250999450683594,87,2017,0.32567465456967426,17.48471396309989,17.331999905904134,16.851388931274414,17.07604995727539,9,September,1694.0637011249617,1884.1658129075763,17.19499969482422,17.070999145507812,17.611000061035156,17.77199935913086,17.80699920654297,17.40399932861328,16.9950008392334,16.360000610351562,0.055999755859375,-0.555999755859375,0.8909988403320312,0.32567465456967426,-3.122366376335206,5.44620297732914,17.48471396309989,0.3027557442910118,17.070999145507812,17.795000076293945,17.650214059012278,0.29628188303606423,17.070999145507812,18.027000427246094,17.331999905904134,0.39084919655272615,16.690000534057617,18.027000427246094,16.792133331298828,0.6665424437205679,15.371000289916992,18.027000427246094,-0.555999755859375,-0.1529998779296875,0.8909988403320312,45.789769816676326,17.473806573038804,17.354915407984826,0.11889116505397723,0.21997625796667253,17.51909980773926,0.3404807530244076,18.200061313788076,16.838138301690442,0.0777393260523574,2,20,38,3
2017-09-21,16.895000457763672,16.937000274658203,16.799999237060547,16.937000274658203,212,2017,-1.8201796187115926,17.36214256286621,17.33543326059977,16.855566702948675,17.076614961624145,9,September,1818.4859923686488,1923.765976413902,17.250999450683594,17.19499969482422,17.070999145507812,17.697999954223633,17.795000076293945,17.479999542236328,16.961999893188477,16.833999633789062,-0.3139991760253906,-0.8579998016357422,0.10300064086914062,-1.8201796187115926,-4.821577959860468,0.6118607764633577,17.36214256286621,0.32876354714441364,16.937000274658203,17.77199935913086,17.61142839704241,0.35080333513340906,16.937000274658203,18.027000427246094,17.33543326059977,0.3867546909799627,16.690000534057617,18.027000427246094,16.798149998982748,0.6661876334774537,15.371000289916992,18.027000427246094,-0.8579998016357422,-0.542999267578125,0.10300064086914062,36.7883409503514,17.391220988672558,17.323958731442115,0.06726225723044266,0.18943345781942655,17.514349842071532,0.3482087788200689,18.21076739971167,16.817932284431393,0.07952536793198703,3,21,38,3
2017-09-22,16.985000610351562,16.985000610351562,16.902999877929688,16.902999877929688,90,2017,-0.20074627252257837,17.237999779837473,17.33099994659424,16.857900026109483,17.077429962158202,9,September,1812.1928846201045,1917.192639627404,16.937000274658203,17.250999450683594,17.19499969482422,17.611000061035156,17.77199935913086,17.7189998626709,17.031999588012695,17.035999298095703,-0.034000396728515625,-0.8689994812011719,-0.13299942016601562,-0.20074627252257837,-4.889711414234887,-0.7806963233491282,17.237999779837473,0.3118392259978,16.902999877929688,17.697999954223633,17.55314268384661,0.3963833560723978,16.902999877929688,18.027000427246094,17.33099994659424,0.39104390983752985,16.690000534057617,18.027000427246094,16.801283327738442,0.6662320351139613,15.371000289916992,18.027000427246094,-0.8689994812011719,-0.8159999847412109,-0.13299942016601562,27.945950905887315,17.31611004855827,17.292776594144897,0.023333454413371868,0.15621345713821563,17.511899852752684,0.352519407944307,18.216938668641298,16.80686103686407,0.08052111099502308,4,22,38,3
2017-09-25,16.850000381469727,17.09000015258789,16.809999465942383,17.05900001525879,172,2017,0.9229139114695917,17.146714074271067,17.331599934895834,16.860200034247505,17.076709966659546,9,September,1833.7510929594612,1918.535868469818,16.902999877929688,16.937000274658203,17.250999450683594,17.070999145507812,17.697999954223633,17.844999313354492,16.95199966430664,17.041000366210938,0.15600013732910156,-0.6389999389648438,0.017999649047851562,0.9229139114695917,-3.61057713084888,0.10562554228648047,17.146714074271067,0.23999007348363768,16.902999877929688,17.611000061035156,17.496999876839773,0.407376731941631,16.902999877929688,18.027000427246094,17.331599934895834,0.39059716657935445,16.690000534057617,18.027000427246094,16.80916665395101,0.6664398800880527,15.371000289916992,18.027000427246094,-0.6389999389648438,-0.7859992980957031,0.017999649047851562,29.095775225178613,17.276554658819887,17.275459810523706,0.0010948482961801176,0.12518973536980854,17.512949848175047,0.3510618456806848,18.215073539536416,16.81082615681368,0.08018337258409197,0,25,39,3
2017-09-26,16.875,16.889999389648438,16.774999618530273,16.804000854492188,108,2017,-1.4948072017029856,17.031428473336355,17.32196661631266,16.862233373853897,17.075604972839354,9,September,1694.1513910727708,1944.4160834543916,17.05900001525879,16.902999877929688,16.937000274658203,17.19499969482422,17.611000061035156,17.81599998474121,17.038000106811523,17.093000411987305,-0.25499916076660156,-0.8069992065429688,-0.2889995574951172,-1.4948072017029856,-4.582358774323536,-1.6907479701015027,17.031428473336355,0.16043009757610754,16.804000854492188,17.250999450683594,17.42471422467913,0.4352505009473851,16.804000854492188,18.027000427246094,17.32196661631266,0.40013210241712166,16.690000534057617,18.027000427246094,16.813099988301595,0.6656884057392519,15.371000289916992,18.027000427246094,-0.8069992065429688,-1.0119991302490234,-0.2889995574951172,25.973440226925476,17.203854073538704,17.240536924891742,-0.036682851353038615,0.09281521802523912,17.48159990310669,0.3851097210201033,18.2518193451469,16.711380461066483,0.08811772907619636,1,26,39,3
2017-09-27,16.700000762939453,16.815000534057617,16.69499969482422,16.74799919128418,136,2017,-0.33326386789034323,16.98528562273298,17.323899904886883,16.862211142645943,17.074859972000123,9,September,1694.3247850711946,1825.73032789792,16.804000854492188,17.05900001525879,16.902999877929688,17.250999450683594,17.070999145507812,18.016000747680664,17.430999755859375,16.690000534057617,-0.05600166320800781,-0.3229999542236328,0.0579986572265625,-0.33326386789034323,-1.8920975361224168,0.34750542462962386,16.98528562273298,0.19073938522040984,16.74799919128418,17.250999450683594,17.334142684936523,0.4346738487519695,16.74799919128418,18.027000427246094,17.323899904886883,0.3971020293581007,16.74799919128418,18.027000427246094,16.824949963887533,0.6579218023661285,15.371000289916992,18.027000427246094,-0.3229999542236328,-1.2680015563964844,0.0579986572265625,17.68602464968785,17.133722553191852,17.20405264832822,-0.07033009513636657,0.06018615539291799,17.44789981842041,0.4186308821642394,18.285161582748888,16.610638054091933,0.09597278446596176,2,27,39,3
2017-09-28,16.75,16.829999923706055,16.655000686645508,16.773000717163086,177,2017,0.14928067283355162,16.925000054495676,17.319099934895835,16.85810004340278,17.07314497947693,9,September,1698.4383963917444,1805.7044568440272,16.74799919128418,16.804000854492188,17.05900001525879,16.937000274658203,17.19499969482422,18.027000427246094,17.422000885009766,16.91699981689453,0.02500152587890625,-0.4219989776611328,-0.1439990997314453,0.14928067283355162,-2.4541959008476,-0.8512094419226623,16.925000054495676,0.17978390703908917,16.74799919128418,17.250999450683594,17.24457127707345,0.4093844863545794,16.74799919128418,17.80699920654297,17.319099934895835,0.4030162857990439,16.74799919128418,18.027000427246094,16.84046664237976,0.6452021999806781,15.371000289916992,18.027000427246094,-0.4219989776611328,-1.2539997100830078,-0.1439990997314453,18.269296666489694,17.078226886110503,17.172122875649322,-0.09389598953881872,0.029369726406570647,17.4163498878479,0.44505694940267004,18.30646378665324,16.52623598904256,0.1022158953554795,3,28,39,3
2017-09-29,16.809999465942383,16.809999465942383,16.60700035095215,16.60700035095215,23,2017,-0.9896879455867258,16.83300018310547,17.304999923706056,16.852722273932564,17.07162498474121,9,September,1705.313974705396,1817.0576861829436,16.773000717163086,16.74799919128418,16.804000854492188,16.902999877929688,17.250999450683594,17.80699920654297,17.40399932861328,17.030000686645508,-0.1660003662109375,-0.6439990997314453,-0.4230003356933594,-0.9896879455867258,-3.733111820984525,-2.48385389687662,16.83300018310547,0.1469318947503908,16.60700035095215,17.05900001525879,17.158857073102677,0.4081909539001146,16.60700035095215,17.795000076293945,17.304999923706056,0.4204998997337106,16.60700035095215,18.027000427246094,16.851799980799356,0.6347726867298179,15.371000289916992,18.027000427246094,-0.6439990997314453,-1.1999988555908203,-0.4230003356933594,18.782593335404087,17.00573049608614,17.130261947893974,-0.1245314518078331,-0.0014105092363101007,17.37269992828369,0.4799302082480358,18.33256034477976,16.41283951178762,0.11050215803628381,4,29,39,3
2017-10-02,16.594999313354492,16.635000228881836,16.524999618530273,16.584999084472656,19,2017,-0.1324818812220352,16.78271429879325,17.291833241780598,16.847255600823296,17.068789978027343,10,October,1596.2387579401432,1658.9310546284378,16.60700035095215,16.773000717163086,16.74799919128418,17.05900001525879,16.937000274658203,17.795000076293945,17.479999542236328,16.979999542236328,-0.022001266479492188,-0.3520011901855469,-0.3950004577636719,-0.1324818812220352,-2.078297127456652,-2.326268954137134,16.78271429879325,0.16458114762547968,16.584999084472656,17.05900001525879,17.072428430829728,0.39086830762073227,16.584999084472656,17.77199935913086,17.291833241780598,0.4368918401523429,16.584999084472656,18.027000427246094,16.87203329404195,0.6054427885349607,15.57699966430664,18.027000427246094,-0.3520011901855469,-1.210000991821289,-0.3950004577636719,18.685354423369105,16.941002586607144,17.089872106159063,-0.14886951955191918,-0.03090231129943192,17.315999889373778,0.503282811439964,18.322565512253707,16.30943426649385,0.11625844644381444,0,2,40,4
2017-10-03,16.530000686645508,16.584999084472656,16.530000686645508,16.58099937438965,38,2017,-0.024116432341270144,16.736714226858957,17.278033192952474,16.840911144680447,17.072209973335266,10,October,1553.6933150476602,1639.9511540234482,16.584999084472656,16.60700035095215,16.773000717163086,16.804000854492188,16.902999877929688,17.77199935913086,17.7189998626709,16.9950008392334,-0.0039997100830078125,-0.32200050354003906,-0.41400146484375,-0.024116432341270144,-1.9049902731199553,-2.4360190903198853,16.736714226858957,0.17025959041787272,16.58099937438965,17.05900001525879,16.987357003348215,0.3548452973520236,16.58099937438965,17.697999954223633,17.278033192952474,0.4528386327173248,16.58099937438965,18.027000427246094,16.888766622543336,0.5824827868909268,15.642000198364258,18.027000427246094,-0.32200050354003906,-1.190999984741211,-0.41400146484375,18.87094764024667,16.885617477035222,17.0521778297317,-0.16656035269647873,-0.058033919578841284,17.252799892425536,0.5126340005407175,18.27806789350697,16.2275318913441,0.11885236106303619,1,3,40,4
2017-10-04,16.645000457763672,16.81999969482422,16.514999389648438,16.562999725341797,54,2017,-0.10855587556232171,16.6658570425851,17.264733187357585,16.83291113111708,17.074259972572328,10,October,1554.7300347782334,1634.7050067893388,16.58099937438965,16.584999084472656,16.60700035095215,16.74799919128418,17.05900001525879,17.697999954223633,17.844999313354492,16.961999893188477,-0.017999649047851562,-0.4960002899169922,-0.3990001678466797,-0.10855587556232171,-2.907557825624796,-2.3523179481147682,16.6658570425851,0.10415803974882287,16.562999725341797,16.804000854492188,16.906285558428085,0.30633654104281977,16.562999725341797,17.611000061035156,17.264733187357585,0.4680447628142103,16.562999725341797,18.027000427246094,16.90319995880127,0.5628499163005211,15.642000198364258,18.027000427246094,-0.4960002899169922,-1.135000228881836,-0.3990001678466797,19.440019309678974,16.835983976774695,17.01594241459171,-0.17995843781701382,-0.08241882322647578,17.190149879455568,0.516731030294691,18.22361194004495,16.156687818866185,0.1202388656104159,2,4,40,4
2017-10-05,16.649999618530273,16.709999084472656,16.582000732421875,16.582000732421875,19,2017,0.1147196002847517,16.6341427394322,17.249733225504556,16.823955578274198,17.077039980888365,10,October,1465.9384452421796,1625.9826194388577,16.562999725341797,16.58099937438965,16.584999084472656,16.773000717163086,16.804000854492188,17.611000061035156,17.81599998474121,17.031999588012695,0.019001007080078125,-0.2220001220703125,-0.4499988555908203,0.1147196002847517,-1.321114679727986,-2.6420788308821663,16.6341427394322,0.08756042892441164,16.562999725341797,16.773000717163086,16.832785606384277,0.2406487561383332,16.562999725341797,17.250999450683594,17.249733225504556,0.48274073183578936,16.562999725341797,18.027000427246094,16.9155833085378,0.5469894133746955,15.642000198364258,18.027000427246094,-0.2220001220703125,-1.0289993286132812,-0.4499988555908203,21.241020348545874,16.796909631489648,16.983798586282834,-0.18688895479318646,-0.10331284953981792,17.118449878692626,0.49514517392804214,18.10874022654871,16.12815953083654,0.11569860061788677,3,5,40,4
2017-10-06,16.59000015258789,16.733999252319336,16.43000030517578,16.733999252319336,24,2017,0.9166476491601294,16.632142748151505,17.242466545104982,16.816911125183104,17.080439972877503,10,October,1532.3400208717262,1610.978677524862,16.582000732421875,16.562999725341797,16.58099937438965,16.60700035095215,16.74799919128418,17.070999145507812,18.016000747680664,16.95199966430664,0.15199851989746094,-0.01399993896484375,-0.2180004119873047,0.9166476491601294,-0.08359171029892476,-1.2859864104782681,16.632142748151505,0.08463746615453327,16.562999725341797,16.773000717163086,16.808714185442245,0.23167528619623493,16.562999725341797,17.250999450683594,17.242466545104982,0.48897753736364347,16.562999725341797,18.027000427246094,16.933783292770386,0.5214668383704626,15.883999824523926,18.027000427246094,-0.01399993896484375,-0.33699989318847656,-0.2180004119873047,37.972905086116405,16.78723111161729,16.965294931915167,-0.1780638202978757,-0.11826304369142948,17.05379981994629,0.45288267941361804,17.959565178773524,16.148034461119053,0.10622446239433904,4,6,40,4
2017-10-09,16.864999771118164,16.93000030517578,16.864999771118164,16.916000366210938,4,2017,1.087612776523672,16.652571269444056,17.23839988708496,16.813277795579697,17.085429973602295,10,October,1580.1156081299541,1596.2483840510672,16.733999252319336,16.582000732421875,16.562999725341797,16.584999084472656,16.773000717163086,17.19499969482422,18.027000427246094,17.038000106811523,0.18200111389160156,0.14299964904785156,-0.12199974060058594,1.087612776523672,0.8525585341538022,-0.7160449573645256,16.652571269444056,0.12961090012241788,16.562999725341797,16.916000366210938,16.788785661969865,0.2065259309849879,16.562999725341797,17.250999450683594,17.23839988708496,0.49123873821222747,16.562999725341797,18.027000427246094,16.9509833017985,0.5029447628012731,16.049999237060547,18.027000427246094,0.14299964904785156,-0.27899932861328125,-0.12199974060058594,40.438702221617966,16.80704176617016,16.961643482603744,-0.15460171643358578,-0.12553077823986075,17.009249877929687,0.41731832679816594,17.843886531526017,16.174613224333356,0.0981391489438122,0,9,41,4
2017-10-10,16.934999465942383,17.165000915527344,16.924999237060547,17.155000686645508,33,2017,1.4128654248078965,16.730857031685964,17.229199918111167,16.80958891974555,17.092129979133606,10,October,1686.7637691495095,1607.1932327195345,16.916000366210938,16.733999252319336,16.582000732421875,16.58099937438965,16.60700035095215,17.250999450683594,17.80699920654297,17.430999755859375,0.2390003204345703,0.5480003356933594,-0.2759990692138672,1.4128654248078965,3.2998152833900507,-1.58338060397879,16.730857031685964,0.2266612374050251,16.562999725341797,17.155000686645508,16.781928607395717,0.19100988118959822,16.562999725341797,17.155000686645508,17.229199918111167,0.49009045519761496,16.562999725341797,18.027000427246094,16.96939999262492,0.4894436996010888,16.22100067138672,18.027000427246094,0.5480003356933594,-0.09599876403808594,-0.2759990692138672,47.07678046842602,16.86057390778175,16.97596623845869,-0.11539233067693999,-0.12350308872727661,16.977249908447266,0.3764304013972025,17.73011071124167,16.22438910565286,0.0886905484521152,1,10,41,4
2017-10-11,17.145000457763672,17.200000762939453,17.065000534057617,17.08099937438965,49,2017,-0.43136875134879293,16.801714215959823,17.217833201090496,16.804411125183105,17.099014973640443,10,October,1689.023709221068,1598.518579324678,17.155000686645508,16.916000366210938,16.733999252319336,16.562999725341797,16.584999084472656,16.937000274658203,17.795000076293945,17.422000885009766,-0.07400131225585938,0.4960002899169922,-0.3410015106201172,-0.43136875134879293,2.9906561187655445,-1.9573039449993446,16.801714215959823,0.24981053977566636,16.562999725341797,17.155000686645508,16.792214257376536,0.20347312213395463,16.562999725341797,17.155000686645508,17.217833201090496,0.4894185887231783,16.562999725341797,18.027000427246094,16.983716646830242,0.47967684796456483,16.22100067138672,18.027000427246094,0.4960002899169922,0.1439990997314453,-0.3410015106201172,55.13546605356061,16.894485518029118,16.98374647074987,-0.0892609527207533,-0.11665466152597195,16.942699909210205,0.3282778274732804,17.599255564156767,16.286144254263643,0.07750307311878342,2,11,41,4
2017-10-12,17.204999923706055,17.219999313354492,17.204999923706055,17.211000442504883,43,2017,0.7610858431980949,16.891714368547714,17.211399904886882,16.799233351813424,17.10542497634888,10,October,1719.7722314755154,1604.3278756620396,17.08099937438965,17.155000686645508,16.916000366210938,16.582000732421875,16.58099937438965,16.902999877929688,17.77199935913086,17.40399932861328,0.13000106811523438,0.6300010681152344,-0.19299888610839844,0.7610858431980949,3.799536167212625,-1.1089341160287036,16.891714368547714,0.2697319089970901,16.562999725341797,17.211000442504883,16.814214297703334,0.23114255323265956,16.562999725341797,17.211000442504883,17.211399904886882,0.4881539234072058,16.562999725341797,18.027000427246094,16.999716663360594,0.47074996480425035,16.22100067138672,18.027000427246094,0.6300010681152344,0.3080005645751953,-0.19299888610839844,60.28034586770598,16.94318012179462,17.00058009828728,-0.05739997649266115,-0.1048037245193098,16.918349933624267,0.28443932848113374,17.487228590586533,16.349471276662,0.06724989838774424,3,12,41,4
